SKILL_20150317_000001	攻擊
SKILL_20150317_000001	攻擊
SKILL_20150317_000002	[菁英洋蔥怪]1次、物理、毒屬性、打擊
SKILL_20150317_000003	[大花草] 向周邊放毒
SKILL_20150317_000004	[大花草] 發射毒炸彈
SKILL_20150317_000005	[拉普利] 物理、打擊、毒屬性、1次攻擊
SKILL_20150317_000006	[拉普利] 物理、打擊、毒屬性、1次跳躍後撲擊攻擊
SKILL_20150317_000007	[普朗基] 物理、打擊、毒屬性、1次一般攻擊、前方扇形
SKILL_20150317_000008	[普朗基] 物理、打擊、毒屬性、1次攻擊
SKILL_20150317_000009	[普朗基] 物理、打擊、毒屬性、劈擊1次
SKILL_20150317_000010	[吉嘎利] 一般攻擊、前方扇形
SKILL_20150317_000011	[吉嘎利] 施展迴轉攻擊
SKILL_20150317_000012	[吉嘎利] 跳躍後，發出衝擊波
SKILL_20150317_000013	[漁人怪] 物理、打擊、水屬性、用釣竿劈擊1次
SKILL_20150317_000014	[漁人怪] 魔法、BUFF、魔法、BUFF 技能
SKILL_20150317_000015	[草綠波庫野豬] 物理、刺擊、雷屬性、用角頂撞1次
SKILL_20150317_000016	[野蜘蛛] 物理、打擊、地屬性、攻擊1次
SKILL_20150317_000017	[普拉卡大食花] 快速撕咬
SKILL_20150317_000018	[普拉卡大食花] 大口撕咬
SKILL_20150317_000019	[普拉卡大食花] 一般攻擊、前方扇形
SKILL_20150317_000020	基本一般攻擊
SKILL_20150317_000021	[水母怪] 魔法、魔法、雷屬性攻擊1次
SKILL_20150317_000022	[燈籠蘑菇精] 物理、斬擊、雷屬性攻擊1次
SKILL_20150317_000023	[燈籠蘑菇精] 物理、斬擊、雷屬性擊退攻擊1次
SKILL_20150317_000024	[大黃蜂] 物理、刺擊、毒屬性攻擊1次
SKILL_20150317_000025	[報喪女妖] 魔法、魔法、冰屬性、以氣息打擊1次
SKILL_20150317_000026	[報喪女妖] 魔法、魔法、冰屬性、冰槍
SKILL_20150317_000027	[小蘑菇精] 物理、打擊、雷屬性、以雙手打擊1次
SKILL_20150317_000028	[大蘑菇精] 物理、打擊、雷屬性、強力劈擊1次
SKILL_20150317_000029	[大蘑菇精] 物理、打擊、雷屬性、噴毒1次
SKILL_20150317_000030	[大蘑菇精] 物理、打擊、雷屬性、以雙手打擊地板1次
SKILL_20150317_000031	[哈明] 物理、打擊、雷屬性、前方頭部衝撞1次
SKILL_20150317_000032	[哈明] 物理、打擊、雷屬性、前方中間一次打擊技能
SKILL_20150317_000033	[哈明] 物理、打擊、雷屬性、跳躍後迴擊攻擊1次
SKILL_20150317_000034	[樹根貝里] 物理、打擊、屬性、待機後簡短地全身衝撞
SKILL_20150317_000035	[樹根貝里] 物理、打擊、雷屬性、由上往下劈擊
SKILL_20150317_000036	[樹根貝里] 物理、打擊、雷屬性、待機後全身衝撞
SKILL_20150317_000037	[黑暗史萊姆] 物理、打擊、暗屬性、衝撞攻擊1次
SKILL_20150317_000038	[黑暗史萊姆] 物理、打擊、暗屬性、攻擊1次
SKILL_20150317_000039	[洋蔥怪] 物理、打擊、毒屬性、前方扇形
SKILL_20150317_000040	[中毒的洋蔥怪] 一般攻擊、前方扇形
SKILL_20150317_000041	[洋蔥怪長老] 物理、打擊、地屬性、發出煙氣攻擊1次
SKILL_20150317_000042	[刺球怪] 物理、刺擊、毒屬性前方扇形全身攻擊
SKILL_20150317_000043	[梅修花怪] 物理、打擊、火屬性、前方扇形
SKILL_20150317_000044	[南瓜精] 魔法、打擊、水屬性。一般攻擊1次
SKILL_20150317_000045	[南瓜精] 魔法、打擊、水屬性、一般攻擊1次
SKILL_20150317_000046	[幽格普斯花] 物理、打擊、地屬性、前方全身衝撞1次
SKILL_20150317_000047	[幽格普斯花] 物理、打擊、地屬性、前方跳躍全擊撞擊1次
SKILL_20150317_000048	[赤紅野蜘蛛] 跳躍後劈擊
SKILL_20150317_000049	[赤紅野蜘蛛] 一般攻擊、前方扇形
SKILL_20150317_000050	[小迪歐尼亞] 一般攻擊、前方扇形
SKILL_20150317_000051	[小蘑菇精、草綠蘑菇精] 物理、打擊、毒屬性、1次出拳
SKILL_20150317_000052	[小蘑菇精、草綠蘑菇精] 物理、打擊、毒屬性、2次左右出拳
SKILL_20150317_000053	[小蘑菇精、草綠蘑菇精] 物理、打擊、毒屬性、1次以雙手打擊
SKILL_20150317_000054	[湛藍大蘑菇精] 物理、打擊、水屬性攻擊1次
SKILL_20150317_000055	[湛藍大蘑菇精] 魔法、魔法、水屬性攻擊1次
SKILL_20150317_000056	[洋蔥怪長老] 一般攻擊、前方扇形
SKILL_20150317_000057	[樹靈] 以單手打擊
SKILL_20150317_000058	[樹靈] 以雙手拍手
SKILL_20150317_000059	[樹靈] 劈擊地板
SKILL_20150317_000060	[柯卡特里斯] 魔法、魔法、火屬性、噴火攻擊3次
SKILL_20150317_000061	[吉努特] 物理刺擊火屬性攻擊1次
SKILL_20150317_000062	[吉努特] 物理斬擊火屬性攻擊1次
SKILL_20150317_000063	[吞吐利亞] 物理打擊電氣屬性攻擊1次
SKILL_20150317_000064	[吞吐利亞] 物理打擊電氣屬性攻擊2次
SKILL_20150317_000065	[吞吐斯] 物理打擊、毒屬性攻擊2次
SKILL_20150317_000066	[吞吐斯] 物理刺擊、毒屬性攻擊1次
SKILL_20150317_000067	[吞吐斯] 物理打擊、毒屬性攻擊1次
SKILL_20150317_000068	[貝卡拉貝] 物理、刺擊、毒屬性、前方刺擊攻擊1次
SKILL_20150317_000069	[貝卡拉貝] 物理、刺擊、毒屬性、前方上段刺擊攻擊1次
SKILL_20150317_000070	[賈沛圖] 物理打擊、地屬性攻擊2次
SKILL_20150317_000071	[賈沛圖] 物理打擊、地屬性1次攻擊
SKILL_20150317_000072	[賈沛圖] 物理打擊、打擊、地屬性1次攻擊
SKILL_20150317_000073	[普巫葛] 物理、打擊、地屬性攻擊1次
SKILL_20150317_000074	[普巫葛] 物理、打擊、地屬性兩發劈擊攻擊1次
SKILL_20150317_000075	[吸血蝙蝠] 物理、刺擊、以暗屬性尾巴打擊
SKILL_20150317_000076	[吸血蝙蝠] 物理、刺擊、以暗屬性全身打擊
SKILL_20150317_000077	[皮諾] 物理打擊、地屬性攻擊1次
SKILL_20150317_000078	[寇里妖花] 物理、刺擊、毒屬性、以觸手向下打擊1次
SKILL_20150317_000079	[寇里妖花] 物理、刺擊、毒屬性、以觸手抽打1次
SKILL_20150317_000080	[寇里妖花] 物理、刺擊、毒屬性、向下打擊地板
SKILL_20150317_000081	[頭盔蟲] 物理、刺擊、地屬性、攻擊1次
SKILL_20150317_000082	[頭盔蟲]一般攻擊2
SKILL_20150317_000083	[畢卡拉斯博學者] 魔法、魔法、火屬性、攻擊1次
SKILL_20150317_000084	[畢卡拉斯博學者] 物理、斬擊、火屬性、攻擊1次
SKILL_20150317_000085	[畢卡拉斯] 物理、斬擊、火屬性、攻擊1次
SKILL_20150317_000086	[畢卡拉斯] 物理、斬擊、火屬性、地擊劈擊1次
SKILL_20150317_000087	[變異奇奈斯] 一般攻擊、前方飛射
SKILL_20150317_000088	[吉努特] 以單手打擊
SKILL_20150317_000089	[吉努特] 以雙手拍手
SKILL_20150317_000090	[吉努特] 劈擊地板
SKILL_20150317_000091	[勞爾吉努特] 物理、刺擊、火屬性攻擊1次
SKILL_20150317_000092	[勞爾吉努特] 物理、刺擊、火屬性迴轉攻擊
SKILL_20150317_000093	[丹德爾] 物理刺擊雷屬性攻擊1次
SKILL_20150317_000094	[羅斯拉特] 物理、斬擊、雷屬性攻擊2次
SKILL_20150317_000095	[羅斯拉特] 物理、斬擊、雷屬性攻擊1次
SKILL_20150317_000096	[梅達奇亞] 物理、斬擊、暗屬性攻擊1次
SKILL_20150317_000097	[梅達奇亞] 魔法、魔法、暗屬性攻擊1次
SKILL_20150317_000098	[梅達奇亞] 劈擊地板
SKILL_20150317_000099	[霍倫] 以雙手拍手
SKILL_20150317_000100	[瑪厄洛斯] 物理、打擊、暗屬性攻擊1次
SKILL_20150317_000101	[瑪厄洛斯] 物理、打擊、暗屬性劈擊攻擊1次
SKILL_20150317_000102	[薩厄加] 物理打擊地屬性攻擊1次
SKILL_20150317_000103	[薩厄加] 物理、打擊、劈擊地屬性地板
SKILL_20150317_000104	南瓜一般攻擊。
SKILL_20150317_000105	攻擊2
SKILL_20150317_000106	南瓜一般攻擊2。
SKILL_20150317_000107	[薩爾曼祭司] 一般攻擊.
SKILL_20150317_000108	技能
SKILL_20150317_000109	[薩爾曼祭司] 技能。
SKILL_20150317_000110	薩爾曼 一般攻擊。
SKILL_20150317_000111	薩爾曼 一般攻擊2。
SKILL_20150317_000112	少年幽靈一般攻擊。
SKILL_20150317_000113	少年幽靈技能。
SKILL_20150317_000114	大叔幽靈一般攻擊。
SKILL_20150317_000115	大叔幽靈技能。
SKILL_20150317_000116	哥布林菁英一般攻擊。
SKILL_20150317_000117	哥布林菁英一般攻擊2。
SKILL_20150317_000118	螺絲殭屍一般攻擊。
SKILL_20150317_000119	螺絲殭屍一般攻擊2。
SKILL_20150317_000120	狂戰士殭屍一般攻擊。
SKILL_20150317_000121	蠟燭殭屍一般攻擊。
SKILL_20150317_000122	殭屍弓箭手一般攻擊。
SKILL_20150317_000123	[高級布貝] 物理、斬擊、水屬性、1次一般攻擊
SKILL_20150317_000124	[高級布貝弓箭手] 遠距離、刺擊、水屬性、一般攻擊1次
SKILL_20150317_000125	少女幽靈一般攻擊。
SKILL_20150317_000126	少女幽靈技能。
SKILL_20150317_000127	大媽幽靈一般攻擊。
SKILL_20150317_000128	大媽幽靈技能。
SKILL_20150317_000129	米爾堤斯眼球一般攻擊。
SKILL_20150317_000130	米爾堤斯眼球一般攻擊2。
SKILL_20150317_000131	惡靈女菁英一般攻擊。
SKILL_20150317_000132	惡靈女菁英一般攻擊2。
SKILL_20150317_000133	[奇奈斯] 物理、打擊、地屬性、前方迴擊1次
SKILL_20150317_000134	[波波小獅王] 物理,打擊、地屬性、對前方頭部劈擊1次
SKILL_20150317_000135	[波波小獅王] 物理,打擊、地屬性、對前方發出音波1次
SKILL_20150317_000136	[遠距離奇奈斯] 一般攻擊、前方飛射
SKILL_20150317_000137	[遠距離奇奈斯] 技能1、前方飛射、擊退誘發
SKILL_20150317_000138	[卓柏卡布拉] 物理、打擊、地屬性、1打擊對前方頭部撞擊
SKILL_20150317_000139	[卓柏卡布拉] 物理、打擊、地屬性、跳躍後以兩腿下踢1次
SKILL_20150317_000140	[卓柏卡布拉] 卓柏一般攻擊3
SKILL_20150317_000141	[卓柏卡布拉] 卓柏一般攻擊4
SKILL_20150317_000142	惡靈女一般攻擊。
SKILL_20150317_000143	樹精一般攻擊。
SKILL_20150317_000144	樹精一般攻擊2。
SKILL_20150317_000145	看守一般攻擊。
SKILL_20150317_000146	看守一般攻擊2。
SKILL_20150317_000147	大爆發
SKILL_20150317_000148	大爆發(Defence)
SKILL_20150317_000149	一方向炮塔一般攻擊.
SKILL_20150317_000150	[利迪梅得] 物理、打擊、毒屬性、攻擊1次
SKILL_20150317_000151	哥布林戰士攻擊。
SKILL_20150317_000152	荊棘一般攻擊。
SKILL_20150317_000153	[戰鬥兵] 戰鬥員攻擊
SKILL_20150317_000154	[戰鬥兵] 戰鬥員攻擊2
SKILL_20150317_000155	殭屍弓箭手技能。
SKILL_20150317_000156	輪椅殭屍一般攻擊。
SKILL_20150317_000157	輪椅殭屍技能。
SKILL_20150317_000158	火焰之壁
SKILL_20150317_000159	產生火焰之壁，讓碰觸到的敵人造成傷害。
SKILL_20150317_000160	地雷爆炸
SKILL_20150317_000161	爆炸地雷的爆炸。
SKILL_20150317_000162	猛毒爆炸。
SKILL_20150317_000163	猛毒地雷爆炸。
SKILL_20150317_000164	克雷摩亞爆炸
SKILL_20150317_000165	克雷摩亞爆炸。
SKILL_20150317_000166	跳躍攻擊
SKILL_20150317_000167	生命流動
SKILL_20150317_000168	生命流動治療。
SKILL_20150317_000169	冰河臨風
SKILL_20150317_000170	冰河臨風2連打以後。
SKILL_20150317_000171	種子爆炸
SKILL_20150317_000172	種子爆炸。
SKILL_20150317_000173	火山爆發
SKILL_20150317_000174	火山爆發。
SKILL_20150317_000175	暴風雪
SKILL_20150317_000176	流星強打
SKILL_20150317_000177	一般攻擊
SKILL_20150317_000178	劈擊
SKILL_20150317_000179	以垂直劈擊，對前方敵人造成傷害，並擊退。
SKILL_20150317_000180	飛射攻擊
SKILL_20150317_000181	AOS炮塔攻擊
SKILL_20150317_000182	[樹林妖精] 攻擊
SKILL_20150317_000183	火焰蜥蜴王攻擊
SKILL_20150317_000184	[布貝礦工] 物理、斬擊、地屬性、向前方揮擊十字鎬次1次
SKILL_20150317_000185	大廳石像攻擊
SKILL_20150317_000186	大廳石像技能
SKILL_20150317_000187	祭司攻擊1
SKILL_20150317_000188	祭司技能1
SKILL_20150317_000189	[草綠幻影亡靈 ] 魔法、魔法、雷屬性、1次攻擊
SKILL_20150317_000190	石像攻擊1
SKILL_20150317_000191	[布貝掠奪者] 物理、斬擊、地屬性、用長槍向前方揮擊1次
SKILL_20150317_000192	[布貝掠奪者] 物理、刺擊 、地屬性白羊座技能
SKILL_20150317_000193	[薩爾曼槍兵] 一般攻擊。
SKILL_20150317_000194	[薩爾曼槍兵] 一般攻擊2。
SKILL_20150317_000195	[布貝弓箭手] 遠距離、刺擊、地屬性、對前方弓箭攻擊1次
SKILL_20150317_000196	[波庫布] 物理、打擊、地屬性、用角從前方底下往上衝擊。
SKILL_20150317_000197	[奴德克奇] 魔法、魔法、毒屬性、向前方噴毒攻擊1次
SKILL_20150317_000198	[奴德克奇] 遠距離、魔法、毒屬性、前方遠距離毒能力攻擊1次
SKILL_20150317_000199	[薩爾曼斧頭兵] 一般攻擊。
SKILL_20150317_000200	[薩爾曼斧頭兵] 一般攻擊2。
SKILL_20150317_000201	治癒
SKILL_20150317_000202	怪物治癒
SKILL_20150317_000203	布貝礦工攻擊
SKILL_20150317_000204	[凶暴的波庫布] 一般攻擊.
SKILL_20150317_000205	警備兵一般攻擊。
SKILL_20150317_000206	警備兵一般攻擊2。
SKILL_20150317_000207	一般攻擊3。
SKILL_20150317_000208	[蠟燭蜘蛛] 物理、打擊、暗屬性、向前方單腿攻擊1次
SKILL_20150317_000209	[蠟燭蜘蛛] 物理、打擊、暗屬性、向前方全力撞擊1次
SKILL_20150317_000210	[蠟燭蜘蛛] 物理、打擊、暗屬性、向前方跳躍後以兩腿下踢1次
